logFC	AveExpr	t	P.Value	adj.P.Val	B
DNMT3L	0.0689580501163007	3.81130437837482	1.06693640806304	0.28836554253723	0.379094333926015	-6.72240310773805
RGS9BP	-0.0844967454337877	3.55479803942265	-1.06686185208088	0.288399060141925	0.379114143222647	-6.72248218587314
DSEL	-0.0342082437776368	2.083169504123	-1.06582290111848	0.288866411072411	0.379704207837713	-6.7235835907596
SLC6A4	0.0497608498784818	2.8077000869358	1.06569244993874	0.288925128421221	0.379757097603152	-6.7237218094316
RNF207	0.0431792788788341	4.59563949438056	1.06531747257823	0.289093954792706	0.379954696324613	-6.72411902192528
GNAS	-0.0472173429566229	8.14285565628244	-1.06499513014338	0.289239137147425	0.380101261508823	-6.72446036897327
CACUL1	-0.0522262148652368	5.09303486090899	-1.0649877413477	0.289242465629153	0.380101261508823	-6.72446819221043
MAPK1IP1L	-0.0702068717591544	7.00746107628746	-1.0647692347017	0.289340909650225	0.380206314899762	-6.72469952243776
MYADML2	-0.0655178385121093	4.07567921362929	-1.06470389832848	0.289370350156044	0.380220687087189	-6.72476868420372
ECM2	0.0420734574596313	2.74705146991811	1.0645368288043	0.289445640823084	0.380295298802657	-6.72494551661506
BCL2L13	-0.0553301900315502	5.11578682488717	-1.06433471412937	0.289536742630528	0.380387651333862	-6.72515940575531
GNB1	-0.0514349271992796	7.99730780818365	-1.06429875384582	0.289552953533713	0.380387651333862	-6.72519745678654
LINC00485	0.0338699876020712	1.71970973563466	1.06414461754075	0.289622445232326	0.380454620410348	-6.725360540385
LINC01208	0.0617118259254328	4.3792299782713	1.06393335819421	0.289717709108159	0.380555433678315	-6.72558402532165
RNF31	0.0465408998703181	5.30288659688097	1.06383724936648	0.289761054858237	0.380588041948349	-6.72568568159201
PODXL2	0.069374971867104	2.87057415985846	1.06333419060933	0.289988010086053	0.380857188869579	-6.72621763038301
MC5R	-0.070422298758241	4.21208139550056	-1.06330088920992	0.290003038310492	0.380857188869579	-6.72625283554475
RPL35A	-0.069543191676285	6.38016352929682	-1.06280603301125	0.290226419188431	0.381106871745627	-6.72677585426517
CCN1	-0.0478258052026397	3.08800287571674	-1.0627975457794	0.290230251396531	0.381106871745627	-6.72678482243002
NACAD	0.0659438257769125	3.98904086032684	1.06262765168188	0.29030697030702	0.381183254494502	-6.72696432890282
RBM11	0.0819326835113694	2.50600090473093	1.06244569549444	0.290389151427212	0.381255295093232	-6.7271565487538
ARPP21	0.0261873442764902	2.12464441725277	1.0624240185361	0.290398942955826	0.381255295093232	-6.72717944630258
DNAH2	0.0757004729577986	3.95108032801589	1.06227764956266	0.290465064030483	0.38131774105682	-6.72733404507411
FGF4	0.0611130776874451	3.96598971400125	1.06211929913404	0.290536609201684	0.381387299251655	-6.72750127548295
POU4F1	0.0410260936480209	2.55971058485938	1.06197078803836	0.290603719733005	0.381440510685587	-6.72765809260126
APIP	0.070333225206249	3.95300055621956	1.06188430870719	0.290642803662796	0.381440510685587	-6.72774939870937
RDH16	0.0660313973412707	4.17891526618498	1.06187051884933	0.290649036256061	0.381440510685587	-6.72776395756429
DDN	-0.078266402011721	4.35381616479201	-1.06186530003864	0.290651395022382	0.381440510685587	-6.72776946735579
TIPARP-AS1	0.0484772771990967	2.94937080986606	1.06088124357743	0.291096396226278	0.382000117890911	-6.72880791704907
LINC02708	0.0657814585379466	4.29030970668954	1.06075310384575	0.291154376591667	0.382051806167443	-6.72894307025186
ARAF	0.0487687114705517	4.94882166524787	1.06051459339924	0.291262318203491	0.382169042638627	-6.72919459251011
LINC00226	-0.0427865173865607	2.5291475423814	-1.06004502291959	0.291474909337595	0.3824235673591	-6.72968961826726
UBA1	-0.0565649934467309	6.66248525980578	-1.05983617589609	0.291569495726944	0.38252324380342	-6.72990971783795
CYP4F12	-0.0772913419854486	5.38244374501853	-1.05976439847592	0.291602008402836	0.382541475400273	-6.72998535277291
CEP44	-0.0646926321980836	3.48338479523909	-1.05947774538469	0.291731876921494	0.382687413907423	-6.7302873613557
OTX2-AS1	0.0543930245734496	2.11378856334846	1.05897589241879	0.291959336875615	0.382961343894869	-6.73081590499773
SPAAR	0.0673481292665263	4.35934778764707	1.05888183017614	0.292001983108558	0.382992835316127	-6.73091494257609
LINC00867	0.0713877078974248	2.46360058560048	1.05806138369248	0.292374139612986	0.383456484229465	-6.73177842045564
ATRAID	-0.0922487945712227	8.51276498409049	-1.05780342325633	0.292491217800059	0.383585553294621	-6.73204977512787
UBE2E1	0.133396879345341	8.52329372803797	1.05765092773879	0.292560444582375	0.383651855502439	-6.73221015828134
GPR15	0.117232649777587	3.49002351914203	1.05717264676933	0.292777637104986	0.383912173114055	-6.73271303080502
HHIP-AS1	0.0747998384133366	4.36008391441276	1.05702592447454	0.292844287267604	0.383975067576697	-6.73286725239476
SLITRK2	0.0454002010630687	3.01627951367179	1.05689026782216	0.292905919932114	0.384031375530212	-6.73300982409775
GHSR	0.044761105473623	3.380347706921	1.05659929739059	0.293038145825378	0.38418022576022	-6.73331556619074
COX19	-0.0941009174587553	6.28575476522781	-1.05643439974364	0.293113098406845	0.384243396330255	-6.73348879856752
CANT1	0.0570829245178981	7.40035567740195	1.05641101730366	0.2931237277178	0.384243396330255	-6.73351336072577
ENTPD5	-0.055966754900699	4.02024353415939	-1.05613903105327	0.293247387909482	0.384380976854752	-6.73379903041997
NR2E3	0.0546108044244069	3.47090939811141	1.05585058080566	0.293378572334205	0.384528401766524	-6.73410191367213
PP12613	0.0654227352113099	2.44660467906925	1.05519143814353	0.293678493969279	0.384896955964967	-6.73479373323968
ZNF587B	-0.110202516892568	5.46521219530937	-1.05454393427181	0.29397332271766	0.385226068948775	-6.73547292494969
MRGPRG-AS1	0.0716965711041073	5.4861210262403	1.05452000211636	0.29398422363111	0.385226068948775	-6.7354980204812
KCNQ1DN	-0.0786875355580605	4.71918528657907	-1.05451643355984	0.293985849104808	0.385226068948775	-6.73550176246252
FSTL5	-0.0424394210856891	1.9981020526046	-1.05439601928643	0.294040701260159	0.385273376917363	-6.73562802136018
MKX	0.0301734312711104	2.33654529404121	1.05376334011765	0.294329019086927	0.385609319156814	-6.73629117720274
HTR2C	0.0335449962234744	2.00840769664302	1.05375104685698	0.294334623143444	0.385609319156814	-6.73630405877781
ZNF653	-0.084752853620933	4.05909125687828	-1.05363749864612	0.294386389127819	0.385639760414966	-6.73642303406672
MIR17HG	-0.0433237150029417	2.19032538925017	-1.05361775109498	0.294395392555822	0.385639760414966	-6.73644372417711
INSM2	-0.06137992025783	3.62792937222636	-1.05328744114904	0.294546017293455	0.385807306704734	-6.73678974363849
NUAK1	-0.0789456555196972	3.18335882763876	-1.05325492788391	0.294560846507887	0.385807306704734	-6.73682379748582
SMIM22	0.0670538119400592	3.3623302618847	1.05312522779614	0.294620007424201	0.385860199653277	-6.73695963292913
PRSS8	0.0681691464065879	3.87297052487096	1.05261643693634	0.294852163352135	0.386139640859284	-6.7374923334767
SATB2-AS1	0.0420908943054625	2.688314433752	1.05255166510555	0.294881726973686	0.38615374761549	-6.73756013104323
PLA2G4E-AS1	-0.037493904395498	2.02473075137599	-1.05245646361524	0.29492518317254	0.386186044033169	-6.73765977233428
THBS4	-0.090918752651409	4.42367198685296	-1.05204029011093	0.295115203105986	0.386410240131573	-6.73809525076412
DNAJC22	0.0388662282191845	3.29202242044086	1.05177177975797	0.295237845900321	0.386546192762389	-6.73837612687434
CCDC160	0.0399964786024118	1.81900993773509	1.0512925496092	0.295456821506049	0.386808245739539	-6.73887725253225
LINC02843	0.0616344638699156	3.48086983604652	1.05079350322163	0.295684968962629	0.38707175606276	-6.73939886197536
LRRC74A	-0.0464388647110159	3.31438885398015	-1.05076987846464	0.29569577238178	0.38707175606276	-6.73942354884731
MPL	0.0782233416264941	3.95022592978714	1.05057708637364	0.295783944732905	0.387162512282086	-6.73962498810227
TUBB3	-0.0930930284330964	6.93461841947939	-1.05049434504683	0.295821791473908	0.387187388089003	-6.73971142945907
C1orf198	-0.133222672257269	5.85913187484302	-1.05033303501729	0.295895585804181	0.387259307858743	-6.73987993377744
CYP2C18	0.0474984394509366	2.46502226722065	1.05020492889512	0.295954199277494	0.387311351480908	-6.74001373525958
CREB3	0.0509311379841852	5.84761837031526	1.05005598061193	0.296022358746238	0.38737588039715	-6.74016928540151
MCOLN3	-0.035239276349746	2.84898752103738	-1.04982792275534	0.296126739785127	0.387481741264861	-6.74040740961413
C1orf54	0.0594813209582483	4.05832699486433	1.04979684085344	0.296140967763134	0.387481741264861	-6.74043985953093
WNT5B	0.0465469412064228	3.29338230755723	1.04964713206793	0.296209504600601	0.387546740738428	-6.74059614429688
TSPEAR-AS2	0.0585457367547635	3.89172742766251	1.04936037900602	0.296340810495517	0.387692293802344	-6.74089543205139
HDGF	-0.132208054201907	9.60392719902123	-1.04932178248418	0.296358487081961	0.387692293802344	-6.74093570960545
PSMB8	-0.117882098957489	8.43463324592623	-1.04888730009526	0.29655752237621	0.387898572958646	-6.7413890152865
LINC01816	0.0721408820990277	3.74287702596115	1.04887927140016	0.296561201154273	0.387898572958646	-6.74139739008165
DEFB118	0.0826717444632212	5.12182016704545	1.048776333923	0.296608370232908	0.387898572958646	-6.74150475941008
PARP10	-0.0499739503134986	5.58070789078089	-1.04877385108236	0.29660950800874	0.387898572958646	-6.74150734901896
SULT1E1	0.0421952072956984	2.08385569597165	1.04877156824624	0.296610554133982	0.387898572958646	-6.74150973001734
ROBO4	-0.0507610371252731	4.21394610705614	-1.04869102447176	0.296647465470211	0.387922156544952	-6.74159373393418
BPIFB6	0.0583377988671869	2.96085066042686	1.04755561629663	0.29716812807454	0.388578292319676	-6.74277724629328
FIRRE	0.0624375692819008	2.89002584219297	1.0469738610696	0.297435142653968	0.388902694476737	-6.74338316215917
MAP11	-0.0688634857630674	7.23978899663908	-1.04688742435951	0.29747482932811	0.388929838255604	-6.74347316049341
CCDC157	0.0487867591436517	4.30965384646872	1.04660064956107	0.2976065252187	0.389077267255316	-6.7437716996922
COL28A1	0.0385032230706255	2.23013953398565	1.04641000901355	0.297694095133169	0.389151446523858	-6.74397011656094
ACTA2	0.0486840809881395	3.79091226576932	1.0463946724924	0.297701140656725	0.389151446523858	-6.74398607712692
ATP8B5P	0.0401244647063914	1.99899452818909	1.0462194635338	0.297781638821395	0.389231912482721	-6.7441683990897
KDM5B	0.0441969849879076	4.75865010859819	1.04616742360513	0.297805550934005	0.389238408990133	-6.74422254593415
RIT2	0.0479020356800461	2.20545031803993	1.04604298603662	0.297862734709628	0.389288388701147	-6.74435201084566
F9	0.0463358959650657	2.27077740208943	1.04595344166994	0.297903888339104	0.389317412966183	-6.74444516351435
TBC1D2B	0.0402727344316549	5.40511535650082	1.0458894774814	0.2979332879515	0.38933107371163	-6.74451170043473
GJA5	0.0452078188990033	3.17767775641937	1.04564180585866	0.298047142837412	0.389453876257177	-6.7447692961542
LOC101927263	0.0531987693670999	2.16982000657157	1.04556816608068	0.298081000797634	0.389453876257177	-6.74484587511612
KBTBD11	-0.119680105199513	5.62660638528771	-1.04553995097202	0.298093974178051	0.389453876257177	-6.74487521497372
APTX	0.0455029903150477	4.78055871952207	1.04552016583153	0.298103071665246	0.389453876257177	-6.74489578835352
TRBV27	0.27486402788687	6.63363273632993	1.04539360623286	0.298161270005519	0.389505145412804	-6.74502738105619
CCDC121	0.0523328563133085	1.99952469963743	1.0453484988694	0.298182014453879	0.389507482996171	-6.74507427850484
EP400P1	-0.0394645539017615	3.82032144777879	-1.04502004532583	0.298333096590557	0.389680066224215	-6.74541570692883
FBXL19	0.0742882888329337	5.81652596129528	1.04447932385138	0.298581930661829	0.389980302114659	-6.74597755944854
CUZD1	-0.0735881726171179	4.0658229263406	-1.04355961820054	0.299005491708686	0.390488729313859	-6.74693255199703
SLC25A33	-0.131985681725443	4.90403273967896	-1.04352534157777	0.299021285312121	0.390488729313859	-6.74696812779472
LGI3	-0.0627683471606835	5.00980658324627	-1.04351031793783	0.299028207916827	0.390488729313859	-6.74698372050949
SNAP91	0.0554387087084902	2.52709889188927	1.04269429618703	0.299404377976384	0.390955109807251	-6.74783032151707
TLDC2	-0.0680541812217546	3.68760856546189	-1.04238469029893	0.299547183955665	0.391092828525994	-6.74815135958632
PDZRN3-AS1	0.0621064484495384	2.56574623674949	1.04238311377862	0.29954791124486	0.391092828525994	-6.74815299408044
ADRB1	-0.0392901946251762	2.43018374505474	-1.04225465608252	0.299607176083175	0.391145353324852	-6.74828616744476
TRIM10	0.0922886135674439	4.10312632836764	1.04210668045816	0.299675455479067	0.391209639453614	-6.74843955530029
CLDN5	-0.118139493245201	6.53137999642616	-1.04188315492298	0.299778615312491	0.391319448993544	-6.74867121584058
AIRE	0.0675661050580079	4.5142947188716	1.04159472656533	0.299911764088778	0.391468388506657	-6.7489700693066
STH	0.0703834340043592	4.51781913680775	1.04154784745304	0.299933408929121	0.391471774649676	-6.74901863518057
EML2-AS1	-0.0552303619633445	3.95197951425363	-1.04141414262778	0.299995148399318	0.391527488374569	-6.74915713908233
FBXO42	0.0472563965298596	5.74308302258328	1.04057950075745	0.300380746391437	0.392005840060818	-6.75002134484328
SACM1L	0.129997863103892	8.60538085374058	1.04022576909091	0.300544268653687	0.392194333940726	-6.75038740114459
LRCH2	0.0368099556501054	1.81570307856909	1.04008289455308	0.300610333416647	0.392255635088816	-6.75053521909572
ZBED6CL	-0.0745868651277295	6.15976838702282	-1.03995718637027	0.300668468621307	0.392306582113102	-6.75066526028265
YRDC	0.0569437928406202	5.77616096690347	1.03987492986789	0.300706513204042	0.392331310465388	-6.75075034372484
QRICH2	0.0751784464055021	4.00359841301581	1.03966059238928	0.300805662041134	0.392435753240002	-6.7509720164292
TRO	0.0416994148904783	3.57541513923799	1.03870298226835	0.301248905742787	0.392989065776315	-6.75196185153212
PIGA	-0.11421797626612	4.23893092436013	-1.03851649936907	0.301335273326568	0.393071742560052	-6.75215450584146
OGFOD2	0.0355531634559387	5.33790235055178	1.03848354116106	0.301350539310481	0.393071742560052	-6.75218855123273
HHLA2	0.0369943924156693	2.08235028565757	1.03806928858473	0.301542462386234	0.393287111116482	-6.75261637832524
FBN3	0.0708498949797365	4.05486252973009	1.03804454058157	0.301553930738785	0.393287111116482	-6.75264193199142
LOC100126784	0.0457925795758851	3.1608952138342	1.03780909909293	0.301663050265159	0.393404456425636	-6.75288500833308
NES	-0.0536572931323795	3.69265355174263	-1.0376046427075	0.301757830814437	0.393503088298379	-6.75309605094274
RIIAD1	-0.0539451985575123	4.38021810089429	-1.03748956477121	0.301811186727222	0.393547691862281	-6.75321481799654
SLC26A9	0.0686747673101418	3.85843413434344	1.03740962062214	0.301848256598599	0.393571054875928	-6.75329731735837
OR2B3	0.0535543585023506	2.74829228869049	1.03735825039751	0.30187207844503	0.393577142311206	-6.7533503262136
ZIC3	0.0606786972928601	2.6345302297247	1.03660098831496	0.302223389780994	0.393999002064469	-6.75413144522598
TAFA4	0.0458636388715261	1.97448354118411	1.03657814751099	0.302233990439546	0.393999002064469	-6.7541549969234
CCS	0.0834288979645708	6.59073168195654	1.03580016152234	0.30259521173002	0.394444874767838	-6.75495689303961
SPIRE2	0.0367179540679015	3.17879745807679	1.03562794221221	0.302675213025282	0.394524132727975	-6.75513432543702
LAMA3	0.0375893514961665	3.2214373093016	1.03552781704804	0.302721730873875	0.394556602693964	-6.75523746809872
CELF5	0.037724756014955	2.82673133581065	1.0354916714005	0.302738525216591	0.394556602693964	-6.75527470067509
GCC2-AS1	0.0781493278660106	4.91334836223787	1.03472578007	0.303094528782434	0.394995527140426	-6.75606332344772
MYLIP	-0.132911145341033	7.4791313769898	-1.03463233690723	0.303137982577467	0.395027104063946	-6.75615950082198
NUDT11	-0.0558790069141706	2.95881540123943	-1.03424844253973	0.303316548708268	0.39523473426799	-6.75655453884607
CDK9	0.0450479686343881	4.41123779296584	1.03418568226889	0.303345748006412	0.395247718964159	-6.75661910724768
LINC01580	0.0575781096988468	4.25588610542039	1.03366292309905	0.303589035988514	0.395539633561247	-6.7571567779082
CFB	-0.0709545888110186	3.8801166089864	-1.03344460307264	0.303690679303385	0.395646977049721	-6.75738124652456
GPR34	0.207074843118346	4.96742598911717	1.0332427837005	0.303784660792265	0.3957443257652	-6.75758870842523
CD48	0.0829617966596032	8.75627682092	1.03317521510743	0.303816129923407	0.395760231619404	-6.7576581572453
DMRTA2	0.0544030220247267	3.08725543624554	1.03311539857625	0.303843990471891	0.395771435104392	-6.75771963457141
SMU1	0.0499007630215669	5.32578116723024	1.03301501350581	0.3038907503621	0.395787293043886	-6.75782279897204
CCL11	-0.0527526625122214	2.57555264894002	-1.03300656413941	0.303894686342228	0.395787293043886	-6.75783148182496
LOC101927746	-0.0490258582891179	2.3159043911158	-1.03292941734748	0.303930625327696	0.395809013236506	-6.7579107572411
LIPE	-0.0556779506551672	4.44085600292009	-1.03264957892714	0.304061012630336	0.395930689237474	-6.75819826820805
NRGN	-0.229457598504689	8.77645421918647	-1.03264618936303	0.304062592187288	0.395930689237474	-6.75820175023829
C20orf181	-0.0683107507037626	4.32399227072656	-1.03227398681894	0.304236074393631	0.396131484774726	-6.75858403815934
TNFAIP1	0.0384950392562091	5.8936469729071	1.03205532236081	0.304338024144623	0.396239121722604	-6.75880856464232
KIR2DL4	-0.0849626023043921	4.30727922014452	-1.03160960156564	0.304545907474906	0.396484658686128	-6.75926609003466
HSDL1	0.07500040989291	4.90081182122031	1.0315668524348	0.304565850609808	0.396485502957298	-6.75930996116145
LOC101929609	-0.0763283295980859	4.9440947681562	-1.03107415668678	0.304795764288436	0.396759670617196	-6.75981545956166
OR5V1	-0.0664325132186776	2.31603392358003	-1.03076521190017	0.304939991183637	0.396922270148385	-6.76013231145673
COMP	-0.0793936205108015	3.15399226267588	-1.03014911928606	0.30522774315153	0.397238704148385	-6.76076389432755
FBXO8	0.103102339639626	5.49719002664282	1.03013439171362	0.305234624040009	0.397238704148385	-6.76077898766009
PRSS37	0.0769147845083538	3.93098296644255	1.03012055451412	0.305241089031243	0.397238704148385	-6.76079316831445
LINC00475	-0.0481172808671722	3.85386690478527	-1.02999810588795	0.305298303269784	0.397288001639591	-6.76091864811345
DKFZp434L192	0.04393249993459	2.29889938603022	1.02910756000366	0.305714628669704	0.397804578554569	-6.76183079912417
LHB	-0.0801318458912101	5.58528574483417	-1.02881188655442	0.305852938774525	0.397959351540412	-6.76213347469068
FRMPD4	0.0449838955815753	3.34060831144159	1.02851576920646	0.305991498677869	0.398114429931083	-6.76243651918743
LOC100505912	-0.0615546108243556	2.57575815602114	-1.02818889827284	0.306144497852325	0.398288273907403	-6.76277093736174
EIF3J	-0.062353827241715	5.24159405828765	-1.02798936541218	0.306237918889491	0.398384590735639	-6.76297502607137
CCNJL	0.10962483721524	6.47147058688144	1.02746194118178	0.306484950489969	0.398680714541898	-6.76351430571746
CRISPLD1	0.0562526652141604	2.2058710672181	1.0271545823563	0.306628970980602	0.398842810778604	-6.763828448173
CUL2	-0.0818226574992158	4.8442399655845	-1.02708046559402	0.306663707002921	0.398857049541502	-6.76390418695247
IMPG2	0.0446741154393284	2.70264016166106	1.02704839593974	0.306678737785573	0.398857049541502	-6.76393695677766
ARHGAP33	-0.0509685854913897	5.04098251797646	-1.02677216944579	0.306808223353511	0.399000201360122	-6.76421917252961
ECI1	-0.102627816465967	5.2360890019715	-1.02657451987816	0.306900897268263	0.399095465002249	-6.76442106192484
FFAR4	0.0517324547911233	1.9331276142328	1.02637967773712	0.306992273234852	0.399189028836485	-6.76462004636239
PRMT5	0.0987284707996192	5.80322035310209	1.0262482995694	0.307053896536564	0.399243895211962	-6.76475419668913
CERS3	0.0419083355672312	2.78214686622333	1.02606383228215	0.307140435457243	0.39933114889028	-6.76494252792341
ATXN3L	0.0455949466411485	2.05231175571401	1.02598415166138	0.307177820996486	0.399354488400404	-6.76502386730717
AMN	0.0547876272615451	4.45092785230281	1.02573279781028	0.307295774323893	0.399467403231576	-6.76528041315945
SYNM	-0.0953889816226994	4.63813116377343	-1.02571622406976	0.307303552984805	0.399467403231576	-6.76529732708307
NECTIN4	0.0619459167583338	5.29644957905716	1.0256584645242	0.307330662679131	0.399467933636234	-6.7653562700733
TMPO	-0.102992188714553	5.29612179655775	-1.02563251959768	0.307342840565909	0.399467933636234	-6.76538274553008
PTCRA	-0.0865864769894111	6.42330517893751	-1.0253654003039	0.307468238383911	0.399605643574157	-6.76565528877254
FCGR2B	-0.191108997071685	6.25578069342012	-1.02515462554837	0.30756720977469	0.39970899276879	-6.7658702942375
SLC7A9	0.0611389354640108	3.80113906256492	1.02487926597705	0.307696539817711	0.399839493125331	-6.76615111556581
MYH16	-0.0480107597915551	2.42713264044837	-1.02485797201795	0.307706542619299	0.399839493125331	-6.76617282880855
SYTL5	0.0385916286480028	2.23841837725612	1.0246918458807	0.307784587585126	0.399871350769413	-6.76634221082187
OR7D2	0.0411336441737218	2.83299313725657	1.02468394094269	0.307788301603976	0.399871350769413	-6.76635027001611
IQCH	0.0286916608683585	2.17765663510423	1.02468152290088	0.307789437691362	0.399871350769413	-6.76635273523119
FANCD2	0.0369369316593993	3.67037316676101	1.0243394930233	0.307950164594505	0.400054869911019	-6.76670138024396
CPXCR1	0.0281765627804154	1.83927622331514	1.02404003581899	0.308090931940514	0.400212438235389	-6.76700653546544
SPDL1	0.0558476718870859	3.13971742947809	1.02396876042681	0.308124443078739	0.400230668825854	-6.76707915417984
ABHD16A	0.0660212738526784	5.75085771516251	1.02388899653124	0.308161948106281	0.40025408454813	-6.76716041550151
TAS2R7	0.0464620562788012	2.2796962520412	1.02368323001478	0.308258713772538	0.400354462729862	-6.76737001625327
CSRP2	0.0546068270522615	3.81426798109237	1.0235990616269	0.308298301449549	0.40038057236218	-6.76745574112028
EXOSC1	0.0573310929245059	4.34524958064249	1.02320217226379	0.30848501994538	0.400597742344389	-6.7678598767763
LOC100506476	-0.0670006059516295	2.89280823112784	-1.02306918133103	0.308547603121665	0.400653693304713	-6.76799526143434
PPFIA4	0.056359697938976	2.7505508835426	1.02302283032625	0.308569417083449	0.400656701102477	-6.76804244266213
BMP7	0.0422746770862092	4.1832653257764	1.02296756210438	0.308595429065879	0.40066515902412	-6.76809869808861
TNK2	0.0381280251982199	4.49516660777496	1.02270197261157	0.308720449237038	0.400802155128373	-6.76836898997628
SOX1-OT	0.0334456272362842	1.75262516048107	1.02257335511809	0.308781005177273	0.400855447304807	-6.76849985996622
DPP10	-0.0483202574946591	1.96676880468663	-1.02226308323355	0.308927120763135	0.401019798140345	-6.76881549923726
EMILIN1	0.072496601267579	3.75115236864377	1.02144929547755	0.309310575988401	0.401492200491798	-6.76964291831175
CIB2	-0.0459944909194885	4.44168701113843	-1.02127318679397	0.309393600014446	0.401574601231483	-6.76982189182525
LCORL	-0.109908656567446	5.07873679665434	-1.02105688803284	0.309495591528476	0.401681608685572	-6.7700416677839
CUL5	-0.0744157074342446	5.33418559224984	-1.02094855316397	0.309546683212822	0.401722545998502	-6.7701517270706
MAMDC4	-0.0717940095984586	4.09347215053039	-1.02048396581934	0.309765850780979	0.40198158937154	-6.77062357957764
C6orf15	0.06661240799819	5.06314229534706	1.02038916218376	0.30981058685085	0.402014255443175	-6.77071983986047
DCC	0.0330057569295041	2.57136284060466	1.02002368561147	0.309983088924679	0.402212697752935	-6.77109084984222
MBD1	-0.0441802498424213	5.75665663905609	-1.01986365103868	0.310058644227973	0.402285331496441	-6.7712532663359
MAL2	0.041812920349134	2.03192099103675	1.01938061252341	0.310286770472772	0.402555896612476	-6.77174334269389
LOC102724009	0.0594109223993504	4.67258079322706	1.01920341467666	0.310370484461726	0.402639083661869	-6.7719230652044
LINC01996	0.0681625398860488	3.97287767594776	1.01911839609333	0.310410655353599	0.402665775952345	-6.77200928422752
EGFL7	0.0943229265504675	5.30845741566948	1.01895918056291	0.310485893323166	0.402737951136077	-6.77217072886017
LINC01089	-0.0489830137906084	5.3445246280043	-1.01888685732906	0.310520074002502	0.402756864273018	-6.77224405648483
BEGAIN	0.0791908455696415	4.50732228396728	1.01881366219179	0.310554669315749	0.402776312785239	-6.77231826292297
RTEL1	0.0431615302622204	4.81252548822945	1.01861252753177	0.310649747881382	0.402874198120197	-6.77252214963027
FMOD	-0.087362489455618	5.11317955133246	-1.01841674688312	0.31074231425111	0.402948873016498	-6.77272057114175
GNAI1	0.0515410775331056	2.21502819632183	1.01840779579681	0.310746546824295	0.402948873016498	-6.7727296420738
CTNND2	0.0318090713168289	2.53769399335301	1.01825069002652	0.310820841480336	0.403019779882599	-6.7728888385937
LOC101927690	0.0426533424743338	2.33313171980448	1.01809505993466	0.310894450009484	0.403089788203981	-6.77304651604126
SLC30A7	-0.071794298630957	6.2837600689346	-1.01717456307709	0.31133005681922	0.403629106471808	-6.77397863878716
AOAH	0.143063981880561	8.40567363442934	1.0169454727222	0.311438532662123	0.403744268984542	-6.77421049400834
IQCM	0.0427621401143847	2.43664791313129	1.0166246400995	0.311590491564273	0.403915784201	-6.77453511260356
NOVA2	0.0410038988449215	3.94757939166459	1.01648589387858	0.311656222560929	0.403975507311205	-6.77467546496822
POLR3GL	0.0979860589653851	6.83720078488085	1.01601569415467	0.311879048519681	0.404238839916167	-6.77515096801684
SLC1A7	-0.0486326376737471	4.02657878029717	-1.01572895687255	0.312014984535142	0.404389524895152	-6.77544083342525
LRRC1	-0.0369537135983702	2.74152351250717	-1.01554967939376	0.312099996267411	0.404474194204026	-6.77562202592706
HCN4	0.0530181395634459	4.41944064488648	1.01469607412153	0.31250498029233	0.404973503186422	-6.77648431891654
ANKRD11	-0.0434972699312546	6.11911980322907	-1.01441587684609	0.312637993417799	0.405120325812987	-6.77676721286025
CCL16	0.0732961922063433	3.30344339791048	1.01436296341325	0.31266311632474	0.40512733320872	-6.77682062693651
NSG2	-0.063819007987318	3.79135580517732	-1.01417824957436	0.312750827657853	0.405215432379648	-6.77700706702744
WFDC3	0.0576990948513636	3.98390203076966	1.01392644523726	0.312870423364649	0.405344828807779	-6.77726117095268
POLR3H	0.0400584888204811	5.16673920088716	1.01330894973343	0.313163835122064	0.405699385192491	-6.77788404363289
PARP6	-0.0542166542774876	6.26146656056409	-1.01323559872947	0.313198701093489	0.405718975526074	-6.77795800864039
TNIP2	0.0535682567900402	7.21414326206682	1.01297301795177	0.313323534990567	0.405855100890138	-6.77822274435239
LOC284788	0.0556265937554095	3.20266345691508	1.01279930757788	0.313406137130976	0.405936508786916	-6.77839784332145
NCR2	0.0461477118687146	4.80806758454638	1.01193607297449	0.313816834903761	0.406442842583977	-6.77926754135745
COX4I1	-0.0450603165951824	7.18660708456071	-1.01175081692408	0.313905020222447	0.406531433828138	-6.77945408966681
CCDC68	0.0449231505850896	2.20785610852333	1.0115165566014	0.314016556146954	0.406647622798915	-6.77968993609446
LINC01467	0.046206438801129	2.35527170741451	1.01147926387953	0.314034314380066	0.406647622798915	-6.77972747636925
SLC3A1	-0.0302396265995606	2.65168316690188	-1.01134823001848	0.314096716044156	0.40669637456275	-6.77985936927699
MGC2889	0.0719940907607923	2.65575005133814	1.01131709175645	0.31411154609399	0.40669637456275	-6.77989070921313
ELFN1-AS1	-0.0733701765395276	4.7430640877811	-1.01073586094586	0.314388451416043	0.407029252025471	-6.78047553070556
OR2M4	0.0417367734236613	2.40380544508542	1.01036406796785	0.31456566336243	0.407233025668404	-6.78084944750227
SMG6	-0.0433711307850819	4.24748357487883	-1.01006191783316	0.314709729675113	0.4073938663912	-6.78115322419624
LOC101928201	0.0488109824537015	2.32806969164015	1.00992164223468	0.314776628548319	0.407446564228394	-6.78129422463258
EFCAB5	-0.0396500660052146	2.17780306910364	-1.00989340863384	0.314790094588057	0.407446564228394	-6.78132260180003
