ID	description	GeneRatio	BgRatio	pValue	FDR	qvalue	geneID	size	DB	enrichmentRatio
GO:0032993	GO:0032993	protein-DNA complex	6/158	187/18678	0.00520436969234811	0.0308698801995527	0.0233196618225723	H4C6/H2AC18/H2BC5/H2AC7/H2BS1/H2BC9	6	geneontology_Cellular_Component	0.0379746835443038
GO:0061702	GO:0061702	inflammasome complex	2/158	13/18678	0.00521705473951099	0.0308698801995527	0.0233196618225723	AIM2/NLRC4	2	geneontology_Cellular_Component	0.0126582278481013
GO:0030027	GO:0030027	lamellipodium	6/158	191/18678	0.00575930246881996	0.0308698801995527	0.0233196618225723	CD177/CAPG/FLOT2/DYSF/FLOT1/KLHL2	6	geneontology_Cellular_Component	0.0379746835443038
GO:0031968	GO:0031968	organelle outer membrane	6/158	191/18678	0.00575930246881996	0.0308698801995527	0.0233196618225723	ACSL1/ACSL4/SH3GLB1/ARG1/TSPO/MGST1	6	geneontology_Cellular_Component	0.0379746835443038
GO:0019867	GO:0019867	outer membrane	6/158	193/18678	0.00605243491610539	0.0308698801995527	0.0233196618225723	ACSL1/ACSL4/SH3GLB1/ARG1/TSPO/MGST1	6	geneontology_Cellular_Component	0.0379746835443038
GO:0031362	GO:0031362	anchored component of external side of plasma membrane	2/158	14/18678	0.0060529176861868	0.0308698801995527	0.0233196618225723	CD59/CA4	2	geneontology_Cellular_Component	0.0126582278481013
GO:0043186	GO:0043186	P granule	2/158	14/18678	0.0060529176861868	0.0308698801995527	0.0233196618225723	PIWIL4/TDRD9	2	geneontology_Cellular_Component	0.0126582278481013
GO:0045495	GO:0045495	pole plasm	2/158	14/18678	0.0060529176861868	0.0308698801995527	0.0233196618225723	PIWIL4/TDRD9	2	geneontology_Cellular_Component	0.0126582278481013
GO:0060293	GO:0060293	germ plasm	2/158	14/18678	0.0060529176861868	0.0308698801995527	0.0233196618225723	PIWIL4/TDRD9	2	geneontology_Cellular_Component	0.0126582278481013
GO:0016323	GO:0016323	basolateral plasma membrane	6/158	201/18678	0.0073345690336314	0.0365476755343641	0.0276087703727085	SLC40A1/ADAM9/NAIP/ANXA1/FLOT2/FLOT1	6	geneontology_Cellular_Component	0.0379746835443038
GO:0035578	GO:0035578	azurophil granule lumen	4/158	91/18678	0.00745285932465464	0.0365476755343641	0.0276087703727085	GCA/ARG1/BPI/RNASE2	4	geneontology_Cellular_Component	0.0253164556962025
GO:0046658	GO:0046658	anchored component of plasma membrane	3/158	49/18678	0.00823151840648647	0.0396044753519632	0.0299179318448267	FLOT2/CD59/CA4	3	geneontology_Cellular_Component	0.0189873417721519
GO:0044438	GO:0044438	microbody part	4/158	98/18678	0.00962710242646833	0.0446347476136259	0.033717889838157	ACSL1/PECR/ACSL4/MGST1	4	geneontology_Cellular_Component	0.0253164556962025
GO:0044439	GO:0044439	peroxisomal part	4/158	98/18678	0.00962710242646833	0.0446347476136259	0.033717889838157	ACSL1/PECR/ACSL4/MGST1	4	geneontology_Cellular_Component	0.0253164556962025
GO:0050786	GO:0050786	RAGE receptor binding	4/156	11/16969	2.15704341426043e-06	0.000664369371592214	0.000578995863827801	S100A12/S100A9/HMGB2/S100P	4	geneontology_Molecular_Function	0.0256410256410256
GO:0005536	GO:0005536	glucose binding	3/156	11/16969	0.000119130810040846	0.0183461447462903	0.0159886087160083	SLC2A3/HK3/PYGL	3	geneontology_Molecular_Function	0.0192307692307692
GO:0016810	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	6/156	97/16969	0.000272050603575622	0.0265068769636575	0.0231006617420802	ACER3/VNN2/VNN1/ARG1/DDAH2/PADI4	6	geneontology_Molecular_Function	0.0384615384615385
GO:0004866	GO:0004866	endopeptidase inhibitor activity	7/156	149/16969	0.000457227739961174	0.0265068769636575	0.0231006617420802	NAIP/TIMP1/LTF/SERPINB1/SLPI/CST7/CSTA	7	geneontology_Molecular_Function	0.0448717948717949
GO:0030246	GO:0030246	carbohydrate binding	9/156	252/16969	0.000546069829749988	0.0265068769636575	0.0231006617420802	CLEC4D/SIGLEC9/SIGLEC5/SLC2A3/CLEC4E/HK3/PTX3/PYGL/MGAM	9	geneontology_Molecular_Function	0.0576923076923077
GO:0061135	GO:0061135	endopeptidase regulator activity	7/156	154/16969	0.000557149573320267	0.0265068769636575	0.0231006617420802	NAIP/TIMP1/LTF/SERPINB1/SLPI/CST7/CSTA	7	geneontology_Molecular_Function	0.0448717948717949
GO:0030414	GO:0030414	peptidase inhibitor activity	7/156	157/16969	0.000624976712683241	0.0265068769636575	0.0231006617420802	NAIP/TIMP1/LTF/SERPINB1/SLPI/CST7/CSTA	7	geneontology_Molecular_Function	0.0448717948717949
GO:0046982	GO:0046982	protein heterodimerization activity	13/156	497/16969	0.000689441023226185	0.0265068769636575	0.0231006617420802	FLOT2/GCA/CEACAM8/H4C6/H2AC18/GADD45A/CEBPD/FLOT1/IRAK3/H2BC5/H2AC7/H2BS1/H2BC9	13	geneontology_Molecular_Function	0.0833333333333333
GO:0019200	GO:0019200	carbohydrate kinase activity	3/156	20/16969	0.000774551599587394	0.0265068769636575	0.0231006617420802	HK3/PFKFB2/PFKFB3	3	geneontology_Molecular_Function	0.0192307692307692
GO:0002020	GO:0002020	protease binding	6/156	121/16969	0.000883516549642106	0.0272123097289769	0.0237154442272355	IL1R1/CD177/FLOT2/LCN2/FLOT1/CSTA	6	geneontology_Molecular_Function	0.0384615384615385
GO:0019865	GO:0019865	immunoglobulin binding	3/156	23/16969	0.00117920170480538	0.0330176477345508	0.0287747784426194	FCAR/FCGR1A/FCGR1B	3	geneontology_Molecular_Function	0.0192307692307692
GO:0004869	GO:0004869	cysteine-type endopeptidase inhibitor activity	4/156	53/16969	0.00141802493817939	0.036395973413271	0.0317189788803285	NAIP/LTF/CST7/CSTA	4	geneontology_Molecular_Function	0.0256410256410256
GO:0005544	GO:0005544	calcium-dependent phospholipid binding	3/156	26/16969	0.00169659486522004	0.0401962475759825	0.0350309061239766	ANXA1/DYSF/ANXA3	3	geneontology_Molecular_Function	0.0192307692307692
GO:0048306	GO:0048306	calcium-dependent protein binding	4/156	58/16969	0.00198294076534987	0.041252052493668	0.0359510368622192	CD177/ANXA1/ANXA3/S100P	4	geneontology_Molecular_Function	0.0256410256410256
GO:0061134	GO:0061134	peptidase regulator activity	7/156	192/16969	0.00200902853053578	0.041252052493668	0.0359510368622192	NAIP/TIMP1/LTF/SERPINB1/SLPI/CST7/CSTA	7	geneontology_Molecular_Function	0.0448717948717949
